InvoiceNo,InvoiceValue,TotalQuantity,NumItems,ValueBin
538342,39.949999999999996,47,1,<£50
538343,385.58000000000004,170,16,£200-500
538345,106.4,56,7,£100-200
538346,756.45,387,36,£500-1K
538347,317.5,83,32,£200-500
538349,6602.3099999999995,1504,620,>£1K
538351,12633.67,2229,140,>£1K
538352,173.7,46,3,£100-200
538353,3762.66,2420,38,>£1K
538354,2157.64,1040,68,>£1K
538355,9.9,2,1,<£50
538356,966.62,712,21,£500-1K
538358,21.7,6,6,<£50
538361,158.0,59,26,£100-200
538363,156.65,65,19,£100-200
538364,102.35000000000001,44,18,£100-200
538365,338.6,102,20,£200-500
538366,275.3,44,7,£200-500
538367,664.01,635,43,£500-1K
538368,147.09,74,70,£100-200
538369,283.28000000000003,110,39,£200-500
538370,550.5,218,50,£500-1K
538371,350.24,197,41,£200-500
538374,193.22,114,51,£100-200
538378,346.90000000000003,131,38,£200-500
538379,212.6,88,62,£200-500
538382,214.24,84,37,£200-500
538403,324.22,196,22,£200-500
538409,126.28,67,9,£100-200
538417,106.75,51,10,£100-200
538418,172.71,128,46,£100-200
538419,170.91,91,37,£100-200
538420,293.76000000000005,1728,1,£200-500
538421,110.91,56,29,£100-200
538437,110.1,46,24,£100-200
538449,452.99,228,54,£200-500
538453,330.92,195,27,£200-500
538470,11.6,2,2,<£50
538473,177.66,66,14,£100-200
538488,212.08,120,29,£200-500
538497,168.36,70,44,£100-200
538499,388.65,35,2,£200-500
538501,11.9,2,1,<£50
538503,513.64,174,6,£500-1K
538504,168.15,103,18,£100-200
538507,767.37,559,56,£500-1K
538508,863.39,466,118,£500-1K
538509,122.7,68,23,£100-200
538510,169.47,78,40,£100-200
538511,214.74,118,16,£200-500
538512,135.39999999999998,59,9,£100-200
538513,179.1,86,25,£100-200
538514,835.95,311,58,£500-1K
538515,1393.56,564,13,>£1K
538516,204.0,48,1,£200-500
538517,320.28,161,53,£200-500
538518,1050.35,511,137,>£1K
538519,31.3,6,6,<£50
538520,23.3,4,3,<£50
538521,339.40000000000003,56,17,£200-500
538522,539.2,552,6,£500-1K
538523,384.55,270,24,£200-500
538524,5344.98,1303,490,>£1K
538526,1206.72,864,4,>£1K
538527,418.92,336,7,£200-500
538528,103.5,56,6,£100-200
538529,777.5600000000001,220,23,£500-1K
538532,318.85,117,13,£200-500
538533,357.61,238,37,£200-500
538534,40.8,48,1,<£50
538535,127.0,61,7,£100-200
538537,347.71,105,8,£200-500
538541,540.95,227,15,£500-1K
538557,27.8,4,2,<£50
538558,309.71999999999997,562,34,£200-500
538565,1.9,2,1,<£50
538566,4909.89,1034,474,>£1K
538567,302.1,265,17,£200-500
538576,166.22,70,14,£100-200
538591,310.8,296,10,£200-500
538592,230.1,92,15,£200-500
538593,476.76,366,11,£200-500
538594,218.1,490,2,£200-500
538596,168.0,72,7,£100-200
538597,171.04,196,26,£100-200
538625,1121.92,843,57,>£1K
538626,767.6,336,56,£500-1K
538627,14.44,12,7,<£50
538629,223.48,133,33,£200-500
538630,1167.41,640,54,>£1K
538631,689.04,440,9,£500-1K
538633,129.57,57,20,£100-200
538634,491.24,242,41,£200-500
538635,250.04,144,53,£200-500
538636,676.54,272,41,£500-1K
538637,244.19,129,44,£200-500
538638,232.01,116,52,£200-500
538639,243.0,98,20,£200-500
538640,145.0,90,6,£100-200
538641,1485.78,772,37,>£1K
538645,310.74,230,16,£200-500
538646,346.14,208,14,£200-500
538648,760.32,240,5,£500-1K
538649,14.149999999999999,3,2,<£50
538651,280.94,78,23,£200-500
538652,476.96,343,64,£200-500
538653,1247.64,504,18,>£1K
538654,91.9,26,5,£50-100
538655,109.71000000000001,69,21,£100-200
538656,97.63,40,8,£50-100
538657,201.4,63,16,£200-500
538658,125.2,131,7,£100-200
538659,585.53,255,34,£500-1K
538660,1228.4,419,42,>£1K
538661,309.05,119,11,£200-500
538662,1822.88,980,46,>£1K
538663,38.1,8,2,<£50
538664,1695.1200000000001,844,33,>£1K
538665,177.35,73,10,£100-200
538666,12.850000000000001,7,6,<£50
538667,1.9,2,1,<£50
538668,110.7,46,2,£100-200
538669,0.95,1,1,<£50
538671,365.55,113,5,£200-500
538678,67.72,33,17,£50-100
538679,150.68,52,11,£100-200
538683,462.3,312,20,£200-500
538685,15.0,1,1,<£50
538687,650.1,210,5,£500-1K
538688,148.36,100,7,£100-200
538689,300.92,146,16,£200-500
538697,102.0,40,3,£100-200
538706,312.4,392,13,£200-500
538707,167.85999999999999,77,43,£100-200
538708,365.27,191,18,£200-500
538709,151.66,63,46,£100-200
538710,198.95000000000002,117,12,£100-200
538714,275.45,137,26,£200-500
538715,325.22,118,18,£200-500
538716,17.4,12,1,<£50
538719,60.0,48,1,£50-100
538721,11.8,4,1,<£50
538722,307.39,104,20,£200-500
538724,2.95,1,1,<£50
538744,215.32,121,62,£200-500
538753,134.64999999999998,38,6,£100-200
538778,39.45,13,9,<£50
538783,976.7,490,30,£500-1K
538785,206.0,76,8,£200-500
538795,293.85,109,10,£200-500
538796,304.5,190,17,£200-500
538797,10.5,25,1,<£50
538799,706.25,225,59,£500-1K
538800,193.9,86,10,£100-200
538801,337.98,384,17,£200-500
538807,252.62,118,28,£200-500
538808,632.52,751,43,£500-1K
538809,306.52,208,11,£200-500
538810,140.4,38,25,£100-200
538811,710.0,388,32,£500-1K
538812,74.25,53,6,£50-100
538814,324.72,140,25,£200-500
538815,179.87,75,11,£100-200
538816,479.35,81,15,£200-500
538817,301.2,360,4,£200-500
538827,2594.7599999999998,2552,89,>£1K
538828,231.84,300,4,£200-500
538829,326.4,384,1,£200-500
538830,146.46,78,5,£100-200
538831,337.59999999999997,224,4,£200-500
538832,413.79,251,25,£200-500
538836,234.85999999999999,111,22,£200-500
538839,305.79,109,45,£200-500
538841,170.55,75,16,£100-200
538843,154.05,46,19,£100-200
538844,1194.52,470,17,>£1K
538845,92.82,74,6,£50-100
538846,11.0,4,2,<£50
538849,875.18,463,88,£500-1K
538850,147.35,59,9,£100-200
538851,310.85,187,16,£200-500
538852,198.07,107,29,£100-200
538853,214.77,270,55,£200-500
538854,357.1,152,12,£200-500
538855,488.09,219,30,£200-500
538856,293.4,220,5,£200-500
538857,152.4,63,11,£100-200
538858,951.24,640,11,£500-1K
538859,658.2,428,6,£500-1K
538860,115.35,52,12,£100-200
538862,149.5,52,17,£100-200
538863,341.65999999999997,138,43,£200-500
538864,360.06,90,5,£200-500
538865,91.15,33,5,£50-100
538866,647.99,318,67,£500-1K
538867,3.75,1,1,<£50
538868,824.02,814,27,£500-1K
538869,61.05,43,3,£50-100
538870,85.75,125,5,£50-100
538871,476.70000000000005,186,6,£200-500
538872,304.90000000000003,90,11,£200-500
538875,307.8,106,9,£200-500
538877,12681.58,2150,148,>£1K
538878,267.0,104,8,£200-500
538879,338.98,402,19,£200-500
538880,638.74,89,57,£500-1K
538881,718.3499999999999,80,48,£500-1K
538883,1308.63,149,78,>£1K
538884,518.73,62,41,£500-1K
538885,20.25,3,1,<£50
538886,411.4,234,28,£200-500
538888,125.56,114,14,£100-200
538890,362.79,377,54,£200-500
538892,17.4,12,1,<£50
538894,202.45,87,25,£200-500
538895,247.38,370,15,£200-500
538896,302.78,270,17,£200-500
538899,123.1,58,5,£100-200
538900,366.77,135,19,£200-500
538901,238.65,115,11,£200-500
538902,306.18,262,12,£200-500
538903,501.01,229,26,£500-1K
538905,303.15000000000003,183,15,£200-500
538907,202.79999999999998,24,5,£200-500
538908,346.79999999999995,194,12,£200-500
538909,97.5,18,5,£50-100
538910,165.85,59,9,£100-200
538917,684.26,264,73,£500-1K
538935,186.64000000000001,71,12,£100-200
538942,101.23,49,12,£100-200
538943,253.2,168,4,£200-500
538944,201.20000000000002,82,10,£200-500
538945,1761.26,894,22,>£1K
538951,206.29,63,45,£200-500
538967,354.48,168,8,£200-500
538968,303.57,248,20,£200-500
538991,3240.4,3944,45,>£1K
538992,428.82000000000005,135,29,£200-500
538993,101.2,56,6,£100-200
538994,422.70000000000005,82,9,£200-500
538995,1185.8600000000001,506,30,>£1K
538996,332.1,38,5,£200-500
538998,2605.88,1101,15,>£1K
538999,1181.0,184,20,>£1K
539000,185.45,31,7,£100-200
539001,102.0,24,1,£100-200
539002,269.31,51,29,£200-500
539004,336.98,142,9,£200-500
539005,20.4,24,1,<£50
539006,102.28,34,4,£100-200
539007,105.88,34,17,£100-200
539008,307.8,124,8,£200-500
539009,498.16,153,35,£200-500
539010,247.91,148,45,£200-500
539011,67.24000000000001,132,4,£50-100
539012,1305.6,1536,8,>£1K
539013,38.25,3,1,<£50
539014,343.26,384,25,£200-500
539015,440.2,160,16,£200-500
539016,571.48,198,15,£500-1K
539017,15.8,4,1,<£50
539018,283.53000000000003,158,16,£200-500
539019,306.84,150,43,£200-500
539030,755.3000000000001,390,18,£500-1K
539032,74.4,40,5,£50-100
539033,228.6,36,1,£200-500
539034,209.65,83,22,£200-500
539036,300.87,423,17,£200-500
539038,308.37,357,20,£200-500
539039,1256.32,930,61,>£1K
539040,171.05,43,14,£100-200
539041,243.22,434,26,£200-500
539042,209.08,164,11,£200-500
539043,392.34000000000003,250,17,£200-500
539044,1536.85,537,67,>£1K
539045,19.25,25,3,<£50
539046,295.2,235,15,£200-500
539047,219.6,168,8,£200-500
539048,80.64,192,1,£50-100
539049,1048.64,364,23,>£1K
539051,14.850000000000001,3,1,<£50
539052,17.700000000000003,6,1,<£50
539053,203.6,70,49,£200-500
539056,1.45,1,1,<£50
539064,58.7,8,6,£50-100
539070,19.9,26,4,<£50
539074,55.5,11,10,£50-100
539075,227.22,103,38,£200-500
539076,391.0,96,5,£200-500
539077,314.54999999999995,177,3,£200-500
539078,379.68,330,9,£200-500
539079,271.05,79,10,£200-500
539080,404.82,113,7,£200-500
539081,2.95,1,1,<£50
539082,205.8,78,12,£200-500
539083,32.25,15,2,<£50
539084,190.35,93,11,£100-200
539085,164.64,120,3,£100-200
539086,397.96,260,12,£200-500
539087,1168.2,566,12,>£1K
539088,1827.91,737,24,>£1K
539089,186.0,86,12,£100-200
539091,163.8,50,5,£100-200
539092,527.04,188,6,£500-1K
539093,196.60000000000002,68,2,£100-200
539094,157.35000000000002,57,7,£100-200
539095,300.46,160,15,£200-500
539096,313.2,216,1,£200-500
539098,395.16,274,19,£200-500
539099,403.61,256,29,£200-500
539101,6930.0,4800,11,>£1K
539102,1431.6,984,5,>£1K
539103,933.3199999999999,367,18,£500-1K
539105,212.33,69,8,£200-500
539106,920.52,632,12,£500-1K
539107,211.2,96,3,£200-500
539108,204.0,48,1,£200-500
539109,1491.0,800,2,>£1K
539111,217.2,146,8,£200-500
539112,328.77,119,19,£200-500
539118,270.19,315,22,£200-500
539142,164.6,107,8,£100-200
539143,46.45,11,3,<£50
539144,889.32,100,3,£500-1K
539160,311.64,236,11,£200-500
539181,135.44,84,31,£100-200
539185,216.34,99,39,£200-500
539196,750.64,252,35,£500-1K
539201,322.01,135,13,£200-500
539211,430.28000000000003,338,30,£200-500
539212,298.25,91,16,£200-500
539213,150.06,170,14,£100-200
539214,141.3,78,13,£100-200
539215,210.75,126,37,£200-500
539216,16.15,3,2,<£50
539217,587.66,242,24,£500-1K
539218,3.75,1,1,<£50
539219,114.0,102,4,£100-200
539220,118.34,25,22,£100-200
539222,305.7,130,16,£200-500
539223,2.5,2,2,<£50
539225,1491.46,768,61,>£1K
539226,147.75,103,6,£100-200
539240,843.78,902,44,£500-1K
539242,36.08,44,9,<£50
539243,172.2,46,28,£100-200
539245,81.99,33,30,£50-100
539246,104.48,37,19,£100-200
539247,228.5,126,16,£200-500
539248,133.56,156,7,£100-200
539249,314.1,108,15,£200-500
539250,1085.46,1078,54,>£1K
539252,377.52,544,19,£200-500
539254,243.11999999999998,216,7,£200-500
539255,308.21999999999997,230,20,£200-500
539256,468.07,269,28,£200-500
539257,1722.9,532,6,>£1K
539259,301.44,236,19,£200-500
539261,424.49,395,31,£200-500
539262,351.3,438,25,£200-500
539263,332.18,169,20,£200-500
539264,310.48,150,12,£200-500
539265,4.95,1,1,<£50
539266,131.3,38,7,£100-200
539267,253.5,130,9,£200-500
539268,29.700000000000003,6,2,<£50
539269,46.85,11,3,<£50
539272,97.24000000000001,32,4,£50-100
539275,403.79999999999995,156,6,£200-500
539280,76.55,17,4,£50-100
539281,476.35,283,30,£200-500
539282,131.4,64,6,£100-200
539283,250.65,95,13,£200-500
539285,105.54,61,8,£100-200
539286,252.2,68,5,£200-500
539288,5.5,10,1,<£50
539290,133.22,128,16,£100-200
539292,304.9,54,9,£200-500
539293,501.69,195,21,£500-1K
539294,356.35,92,50,£200-500
539295,348.8,168,10,£200-500
539296,75.78,48,5,£50-100
539297,147.9,76,10,£100-200
539298,136.25,29,9,£100-200
539299,218.85,31,11,£200-500
539300,72.59,38,16,£50-100
539303,436.86,202,8,£200-500
539304,302.40000000000003,144,1,£200-500
539305,320.15,225,20,£200-500
539306,112.15,21,5,£100-200
539307,2054.92,2856,40,>£1K
539308,250.46,160,13,£200-500
539309,279.85,157,19,£200-500
539310,15.0,4,1,<£50
539311,357.94,386,15,£200-500
539312,556.5,78,3,£500-1K
539313,312.98,134,11,£200-500
539314,540.45,180,18,£500-1K
539315,230.70000000000002,58,11,£200-500
539316,97.3,22,5,£50-100
539317,312.41,221,49,£200-500
539319,292.5,78,4,£200-500
539321,220.06,91,47,£200-500
539322,126.9,77,19,£100-200
539323,3.42,6,3,<£50
539324,124.51,89,50,£100-200
539325,357.01,255,23,£200-500
539326,408.16999999999996,69,14,£200-500
539328,300.04,212,8,£200-500
539331,216.0,300,1,£200-500
539332,144.0,200,1,£100-200
539333,311.19,197,20,£200-500
539334,25.95,10,10,<£50
539335,320.1,46,4,£200-500
539336,115.9,58,4,£100-200
539374,347.01,189,22,£200-500
539379,177.15,65,12,£100-200
539400,53.400000000000006,24,3,£50-100
539404,108.92,60,27,£100-200
539406,214.20000000000002,36,1,£200-500
539410,102.0,24,1,£100-200
539411,258.7,114,11,£200-500
539412,16.85,12,4,<£50
539414,212.61,100,40,£200-500
539415,316.58,258,9,£200-500
539416,29.43,52,3,<£50
539417,72.0,32,4,£50-100
539418,135.12,72,8,£100-200
539420,158.16,84,4,£100-200
539422,190.55,83,11,£100-200
539423,148.95,33,7,£100-200
539434,4700.4,1043,462,>£1K
539436,4390.32,833,436,>£1K
539437,5946.49,1310,518,>£1K
539439,323.62,156,21,£200-500
539440,250.0,2,1,£200-500
539441,0.42,1,1,<£50
539442,311.15000000000003,127,15,£200-500
539443,668.88,304,6,£500-1K
539444,1241.43,551,35,>£1K
539445,323.38,54,6,£200-500
539449,5.05,3,3,<£50
539450,196.75,78,29,£100-200
539451,4537.15,834,442,>£1K
539452,741.22,266,9,£500-1K
539453,5022.16,1121,458,>£1K
539454,196.78,66,9,£100-200
539455,121.02,87,28,£100-200
539456,190.65,37,30,£100-200
539457,29.8,10,8,<£50
539458,52.75,46,22,£50-100
539459,334.84000000000003,167,15,£200-500
539460,33.0,20,1,<£50
539461,259.55,101,14,£200-500
539462,315.56,213,15,£200-500
539463,191.46,135,17,£100-200
539464,218.05,100,31,£200-500
539465,2062.44,876,12,>£1K
539468,663.8000000000001,176,26,£500-1K
539469,283.52,152,34,£200-500
539470,279.88,102,36,£200-500
539471,246.70000000000002,157,42,£200-500
539472,31.62,20,17,<£50
539474,12.8,8,7,<£50
539475,364.98,319,86,£200-500
539477,365.73,297,27,£200-500
539478,193.64,56,17,£100-200
539479,17.55,6,6,<£50
539480,18.65,4,4,<£50
539481,11.7,10,2,<£50
539482,49.67,39,11,<£50
539483,99.5,24,9,£50-100
539484,947.1899999999999,511,62,£500-1K
539485,19.95,1,1,<£50
539487,215.01,75,10,£200-500
539489,311.7,126,2,£200-500
539490,306.15000000000003,129,15,£200-500
539492,2529.81,468,283,>£1K
539493,41.81,13,10,<£50
539496,269.5,185,16,£200-500
539497,286.95,145,14,£200-500
539498,290.51,189,19,£200-500
539501,287.45,136,30,£200-500
539502,383.52,411,40,£200-500
539561,339.72,336,8,£200-500
539564,756.12,196,6,£500-1K
539567,101.76,96,1,£100-200
539570,327.6,144,14,£200-500
539571,15.9,2,1,<£50
539572,433.5,102,2,£200-500
539578,1440.0,3600,6,>£1K
539579,344.11,111,43,£200-500
539580,289.74,177,16,£200-500
539581,455.6,82,11,£200-500
539586,962.24,1362,27,£500-1K
539587,754.16,684,20,£500-1K
539588,138.85,24,19,£100-200
539590,832.0799999999999,360,17,£500-1K
539591,237.60000000000002,48,1,£200-500
539592,14.850000000000001,3,1,<£50
539593,776.95,325,32,£500-1K
539594,239.4,92,4,£200-500
539595,2094.9,418,267,>£1K
539597,61.199999999999996,24,2,£50-100
539604,102.0,24,1,£100-200
539609,221.4,62,18,£200-500
539610,109.88,33,26,£100-200
539628,182.52,256,7,£100-200
539629,239.9,82,6,£200-500
539630,751.0,244,12,£500-1K
539631,2104.0,416,245,>£1K
539633,73.80000000000001,36,3,£50-100
539634,144.5,150,2,£100-200
539635,728.0400000000001,192,13,£500-1K
539637,112.68,50,19,£100-200
539639,37.67,15,10,<£50
539641,134.14,45,8,£100-200
539642,242.92000000000002,142,43,£200-500
539643,10.350000000000001,3,1,<£50
539645,0.95,1,1,<£50
539646,28.5,30,1,<£50
539647,216.76,109,58,£200-500
539648,7.4,4,4,<£50
539649,42.120000000000005,10,7,<£50
539650,96.44,82,21,£50-100
539651,32.5,26,2,<£50
539653,658.38,404,41,£500-1K
539654,1689.12,789,50,>£1K
539656,2.1,1,1,<£50
539658,302.95,125,16,£200-500
539659,842.9,454,39,£500-1K
539660,9.2,8,4,<£50
539662,117.60000000000001,24,4,£100-200
539663,396.84999999999997,79,42,£200-500
539664,25.200000000000003,12,1,<£50
539665,2.9,2,1,<£50
539666,479.4,236,4,£200-500
539675,114.60000000000001,28,2,£100-200
539708,1121.38,168,119,>£1K
539713,10.5,25,1,<£50
539714,2.55,3,1,<£50
539715,1.25,1,1,<£50
539716,148.0,52,5,£100-200
539717,65.4,20,3,£50-100
539718,1261.19,248,137,>£1K
539720,97.84,40,3,£50-100
539721,324.0,1296,1,£200-500
539723,434.0,150,8,£200-500
539724,382.5,30,1,£200-500
539725,182.19,101,20,£100-200
539728,1141.24,688,54,>£1K
539729,7.95,1,1,<£50
539730,193.15,85,11,£100-200
539732,29.700000000000003,6,1,<£50
539733,47.75,35,13,<£50
539734,7.95,1,1,<£50
539735,596.34,64,48,£500-1K
539736,1172.46,143,78,>£1K
539737,1805.29,220,110,>£1K
539738,1736.26,222,93,>£1K
539739,1077.8,125,74,>£1K
539740,1041.32,136,66,>£1K
539741,475.65,45,40,£200-500
539742,392.72,43,36,£200-500
539743,365.26,36,28,£200-500
539744,579.7,62,44,£500-1K
539745,457.32000000000005,41,32,£200-500
539746,155.82999999999998,30,20,£100-200
539747,136.89,16,12,£100-200
539748,76.92,7,7,£50-100
539750,18745.86,2853,186,>£1K
539751,4.25,5,1,<£50
539753,62.79,11,10,£50-100
539754,69.29,20,16,£50-100
539755,45.35,7,6,<£50
539758,4.25,1,1,<£50
539759,2.1,1,1,<£50
539760,424.17,250,37,£200-500
539761,662.9,374,26,£500-1K
539762,500.0,400,1,£200-500
539764,433.5,540,10,£200-500
539766,351.08,150,28,£200-500
539825,9.35,3,3,<£50
539826,615.6,167,31,£500-1K
539828,23.8,4,1,<£50
539831,108.63,36,16,£100-200
539835,318.75,193,19,£200-500
539836,135.34,72,21,£100-200
539837,222.6,28,14,£200-500
539839,5.7,2,2,<£50
539856,1298.4,1,1,>£1K
539858,610.8,168,3,£500-1K
539859,192.4,100,5,£100-200
539864,134.55,39,1,£100-200
539865,344.88,120,3,£200-500
539867,172.25,93,7,£100-200
539920,390.95,153,32,£200-500
539921,20.3,5,5,<£50
539933,529.59,333,34,£500-1K
539951,33.15,7,7,<£50
539952,26.15,11,4,<£50
539953,12.35,5,4,<£50
539954,121.62,66,3,£100-200
539955,961.23,141,53,£500-1K
539958,5262.0599999999995,2320,512,>£1K
539978,354.64,496,13,£200-500
539979,12.45,7,2,<£50
539981,300.42,238,21,£200-500
539982,256.61,65,20,£200-500
539985,968.77,387,14,£500-1K
539986,15.25,7,2,<£50
539987,6.95,1,1,<£50
539988,353.69,178,89,£200-500
539989,3.75,1,1,<£50
539990,27.3,17,11,<£50
539991,78.7,18,13,£50-100
539992,7.1,3,3,<£50
539993,307.3,171,17,£200-500
540001,474.66,270,9,£200-500
540002,310.28,188,4,£200-500
540003,368.8,140,22,£200-500
540004,76.32000000000001,72,1,£50-100
540005,190.56,138,16,£100-200
540013,299.6,183,34,£200-500
540014,339.68,155,58,£200-500
540015,510.89,286,28,£500-1K
540016,168.3,114,11,£100-200
540017,215.41,265,13,£200-500
540019,413.68,352,29,£200-500
540020,109.3,34,3,£100-200
540021,516.97,230,71,£500-1K
540022,388.72,270,10,£200-500
540023,794.66,330,48,£500-1K
540024,23.8,4,1,<£50
540025,323.04,504,11,£200-500
540026,3900.62,1680,410,>£1K
540027,363.66,238,22,£200-500
540028,284.6,36,13,£200-500
540029,90.0,24,1,£50-100
540031,431.88000000000005,135,30,£200-500
540032,299.92,88,8,£200-500
540033,871.48,526,49,£500-1K
540043,173.39000000000001,49,16,£100-200
540059,385.8,264,4,£200-500
540060,203.1,58,10,£200-500
540073,644.13,199,22,£500-1K
540093,112.30000000000001,26,17,£100-200
